tenure,deposit,turnover,withdrawal,deposit_next
219,683.92,683.92,0,0
7195,18508.25,26270.48,18182.27,4289.9
4868,48.37,687.27,0,0
1237,47.12,149.38,0,0
1502,16790.45,72987.41,7984.56,184.4
370,4011,26551.85,2762.66,118.02
1750,213.38,594.67,0,0
2631,117.57,203.3,0,0
3135,1794.68,6850.95,878.43,35.77
6090,12209.44,10726.74,13114.07,0
1052,171.37,1255.78,0,0
5246,240458.27,1006061.68,192695.96,0
4783,305933.23,1773177.91,214076.44,7590.98
1959,2549.22,4546.37,3132.13,0
73,700.67,700.67,0,0
0,938.59,2332.05,0,0
1426,6587.97,30506.26,2793.19,0
46,71.67,162.85,0,0
100,34.98,339.34,0,0
5241,8336.14,44177.81,5749.42,3848.27
219,203.32,599.8,0,0
7611,1283.89,6319.56,1215.09,0
1039,395.85,1515.52,328.87,47.48
5,1036.27,4277.39,313.48,1085.72
4024,103239.82,263357.85,91897.92,3465.37
1470,506.51,2180.57,0,0
1624,91.16,813.43,0,0
3052,70.23,71.82,45.09,0
696,26539.24,126837.58,16240.81,0
908,497.85,2196.39,0,0
2539,3895.84,21988.12,4006.34,0
73,138.6,286.43,0,476.27
4308,477.68,1207.09,148.1,80.21
1774,4609.94,19497.69,1900.82,0
3130,484.81,1796.21,1005.36,0
2,23.53,75.44,0,0
1010,1808.17,4028.9,1256.61,273.16
1996,16302.41,121583.23,0,0
2208,9944.47,74291.11,3677.79,66.83
0,96.27,151.62,0,0
1526,14160.29,64580.86,7711.14,0
764,4281.85,30019.77,2911.05,0
2,35.61,78.44,0,35.61
6691,126948.24,903494.23,37371.64,1212.26
219,34.42,97.51,0,0
73,23.56,50.42,47.12,0
146,647.25,3281.34,476.35,1097.98
979,1702.09,12670.5,1085.43,0
73,96.4,327.76,47.02,0
5143,18874.91,122370.52,22118.47,84.33
1480,48482.76,355157.59,28843.25,1444.53
2495,46.52,84.77,0,0
2785,193373.91,2694124.9,83685.49,4394.03
5830,609.18,3030.22,701.43,189.05
243,80.99,340.16,0,0
3805,1645.44,6300.18,697.25,490.96
450,2580.05,10988.96,1612.02,0
5533,1850.94,68.91,0,0
73,35.01,68.38,0,0
37,2900.45,25244.94,5571.36,1180.49
219,69.09,91.66,0,0
630,580.32,1521.57,0,0
2420,2734.8,13232.5,389.11,0
1173,5124.17,23324.18,3589.73,46.69
1743,572.78,1990.79,0,0
1407,53793.16,511110.05,23034.15,2294.63
1582,165.29,708.28,0,294.19
808,202.14,737.94,59.43,1600.14
4544,20659.3,130556.98,17454.91,2193.3
0,46.58,0,73.87,0
1680,164.41,405.11,0,0
4973,9202.05,57785.38,5628.43,684.76
100,730.3,3099.61,81.92,152.96
4330,17880.15,103488.31,17168.85,0
1346,8635.64,42288.78,10656.99,1560.35
236,1009.66,2314.9,284.49,265.18
1680,23.77,26.15,0,0
409,437.62,3040.99,114.5,0
1468,655.1,3288.03,787.21,505.32
1154,9969.45,123602.28,2474.97,472.74
832,4224.91,4257.48,3321.16,0
4691,4067.63,17755.74,4223.35,0
3023,25.79,36.88,0,0
6876,1951.54,6234.55,2082.23,1515.81
0,35.49,35.49,0,0
1219,589.28,3570.12,686.34,0
136,333.38,1556.07,0,0
219,275.78,456.42,0,0
58,2107.75,46763.5,0,5552.54
0,23.26,33.49,0,0
1210,553.97,1093.12,273.5,0
192,36.89,39.52,0,0
4756,16491.78,152003.84,12703.96,0
1314,84267.83,1053583.39,32817.6,0
219,671.65,1009.42,0,0
1271,43754.56,166404.24,47947.31,282.64
2356,165.98,227.06,0,72.52
4591,391.34,1363.9,0,0
1083,8358.07,35440.24,4929.1,96.81
1473,5007.35,42727.88,6632.12,693.35
2412,5988.46,27308.81,5724.49,283.31
7064,4635.02,19846.71,2585.07,0
229,848.77,7158.53,1129.5,0
5,183.44,665.67,194.11,752.75
1049,149.38,1177.14,228.61,46.57
51,1429.83,4299.36,525.44,4657.78
1507,254.65,2012.23,0,0
73,23.72,54.79,0,0
3948,498.25,2059.08,0,0
2305,3297.34,13559.99,2841.27,0
2753,20752.98,82790.91,18474.1,45.94
90,1330.26,2935.97,185.42,0
5469,1913.85,5696.49,878,0
757,959.47,2670.85,300.85,0
587,4573.5,21535.6,4864.68,0
1823,1568.66,4987.61,1318.8,22.4
0,71.18,124.1,0,0
4647,19840,363276.75,0,507.6
1103,573.61,797.76,334.69,163.28
4050,973.69,3676.49,741.73,0
1234,17548.8,70283.41,13298.17,191.74
0,691.05,1981.02,1529.53,0
2622,68929.15,2822791.58,132106.77,977.35
2,70.08,84.1,235.95,0
1341,376.85,549.12,96.82,393.63
0,224.2,3042.01,672.61,448.37
219,34.36,98.28,0,0
0,137.4,338.93,0,0
239,184.1,297.31,0,151.62
1110,92.82,200.43,0,0
942,2367.75,10092.07,1825.83,0
591,34611.94,151762.85,21949.88,0
5533,622.1,730.16,296.28,0
219,68.41,68.41,92.13,0
4250,30827.05,118458.56,28360.31,46.84
0,133.84,0,133.84,0
4174,3162.54,13014.25,2101.41,0
2918,2565.59,13681.29,4026.69,350.49
1251,2018.62,10431.22,1351.12,0
2928,653.95,1203.87,0,0
0,230.5,900.79,0,878.47
3994,1504.74,9703.64,3063.12,0
2322,4593.05,42187.38,1496.02,0
73,91.27,498.76,456.33,0
1563,22.78,100.24,0,0
2797,529.96,1709.95,0,0
131,300.11,1591.17,0,184.05
4467,302.11,762.36,0,0
2692,2976.59,9097.17,0,649.98
29,1205.96,7014.29,868.65,170.49
1743,190.1,382.67,0,0
1962,1022.91,7554.82,1970.16,46.46
219,22.59,38.97,0,0
6816,3019.36,7344.39,2180.89,0
570,444.61,2568.93,0,0
80,138.72,3665.67,0,0
1981,11665.55,80872.67,9214.28,828.6
7088,8267.33,21089.74,8639.9,576.9
4430,127.06,597.44,52.32,0
1609,2310.95,3218.2,1044.62,0
243,47.58,97.78,0,47.57
2159,2778.6,9541.52,2409.51,0
1806,5062.92,45701,2973.32,463.66
6178,418.94,1661.11,341.66,0
3668,444.28,770.03,0,0
1546,71.16,114.58,0,231.39
4953,634.38,9399.36,707.02,0
46,142.9,781.91,0,0
1134,162.63,529.61,0,0
1083,26672.49,174804.24,21188.8,2090.94
1957,70.93,413.18,0,0
0,23.92,47.85,0,0
837,8098.42,74336.87,5461.62,137.8
2870,132.88,943.75,271.32,0
1857,10498.27,22441.01,22133.56,0
192,69.63,117.44,0,0
6540,10180.15,54157.1,7942.5,132.79
1049,184.86,224.87,207.67,0
4094,25.69,91.98,0,0
6331,1248.03,14547.59,1039.97,222.08
73,695.02,4217.64,1390.05,0
22,352.01,1664.82,0,0
2227,47.56,522.61,548.45,0
767,815.53,7013.56,178.9,23.77
5,71.99,1184.06,287.08,24.14
0,159.63,262.6,0,342.16
2349,1621.68,5019.39,1068.56,339.63
2308,2373.03,11150.9,2995.9,47.22
224,449.99,449.99,1193.91,0
628,69.43,297.04,51.57,1040.34
4284,638.14,2977.15,128.3,0
0,406.7,5824.64,0,482.88
10,1883.44,26765.33,0,474.46
701,491.77,1534.19,0,0
5,218.22,1360.89,789.44,0
514,57.27,149.14,0,0
2765,6728.75,36379.98,4750.05,0
640,45.92,199.59,62.83,0
2390,355.44,869.67,70.75,0
4820,59392.4,246617.21,41121.95,4257.53
0,184.46,776.57,230.57,321.72
1813,1649.16,7850.68,0,23.72
2877,2053.73,4846.31,1658.61,0
73,70.28,124.15,0,0
5820,6175.09,15594.52,4945.75,46.29
411,3764.73,23880.42,1805.03,1259.26
5460,17917.16,70641.42,10404.96,0
24,24.14,42.24,0,312.77
1675,23.83,74.05,0,0
324,755.52,1464.25,0,0
2726,1738.03,12218.62,1614.71,0
1531,1051.25,4090.42,1287.27,4048.05
3632,140.71,573.44,0,0
1762,3049.57,47907.68,3347.31,0
219,35.27,34.8,0,0
0,71.09,701.04,0,0
565,851.29,3481.27,560.68,23.56
219,139.9,680.83,0,0
472,139.86,186.48,0,0
6192,4087.99,34244.81,8811.5,875.72
73,119.23,119.23,0,0
226,2707.93,2979.27,410.4,0
1198,810,4218.81,383.2,72.36
5995,62386.01,534119.49,23265.85,0
1692,11098.5,142447.22,0,0
1327,604.61,2552.2,0,0
2,416.08,1250.35,0,0
2437,674.8,1759.81,0,0
34,3409.4,29779.56,0,7369.84
2300,1268.87,2770.8,957.39,232.31
3819,266.95,880.52,0,0
0,22.95,22.95,89.49,0
1711,234.11,295.24,0,0
2381,5605.28,47530.82,3965.98,0
1419,70.76,373.03,0,0
6207,75557.95,420921.75,62451.1,702.67
78,444.08,1922.5,310.45,0
0,22.34,0,0,45.89
5983,5509.52,50840.79,2274.81,275.66
5,1031.91,18030.64,1087.33,696.26
3364,26493.23,28907.47,12187.37,137.75
4328,204.13,984.3,0,0
0,32.93,45.66,0,22.1
1380,728.85,2663.27,355.55,0
691,2121.4,7615.09,1127.5,140.61
224,3205.69,158370.4,5006.86,0
12,415.13,700.63,0,0
4951,1700.95,4634.63,1165.03,0
222,45.66,124.02,91.99,0
5348,23034.02,57931.73,22934.1,2053.96
263,68.43,315.53,0,0
3554,2025.25,24618.18,0,0
7207,37882.69,229410.9,26450.84,933.75
2422,444.07,2684.3,0,0
3138,1105.7,15880.59,1174.16,23.92
3062,808.79,9753.97,255.27,96.57
840,45.68,234.78,0,0
192,1382.09,1379.93,0,0
97,1072.22,13159.34,673.05,1081.27
2953,68.98,100.02,0,0
1251,16257.87,121820.7,12502.62,2902.01
647,22.75,119.95,48.81,0
0,118.72,222.71,0,0
3841,48033.02,485858.78,14535.64,2557
7164,791.13,583.28,512.45,0
1378,152.27,392.35,95.39,0
3622,3016.01,16318.64,2223.18,0
3817,22546.29,51407.55,3763.87,0
0,577.23,3960.93,1153.53,8639.27
3208,1569.49,6013.38,2395.61,23.67
5477,31099.59,183142.85,20473.94,1355.4
584,557.98,1694.94,157.12,94.59
1930,23.64,24.82,0,0
5421,271649.26,1136065.76,197758.35,0
484,432.98,3181.91,200.44,0
73,23.08,36.93,0,0
2278,3594.14,18874.22,2115.53,0
1312,31878.88,159552.09,23262.57,1636.59
623,4569.68,51333.5,1541.96,0
1161,5571.13,28786.47,3785.31,353.42
587,2702.86,19611.22,457,0
4323,1157.23,13165.02,0,0
4929,10572.07,48752.13,9771.15,0
2955,3425.64,14124.87,599.79,70.92
1319,4231.69,21007.76,2721.43,191.75
295,457,3062.18,114.31,46.97
2,59.46,118.42,0,408.66
4255,23027.19,186992.58,10318.16,46.06
321,454.01,454.01,0,0
1541,57.91,72.96,0,0
1694,23.53,61.17,0,0
4433,277650.14,1920817.97,232782.18,0
1906,12814.59,61086.12,11774.11,0
44,865.13,16336.3,1383.06,4459.83
4639,4658.01,36773.2,16671.79,47.85
2322,8293.59,48085.11,6638.2,586.48
888,6857.13,6857.13,8548.55,0
0,23.92,25.72,0,0
2437,27878.24,60500.46,22985.86,0
4557,24124.17,227904.74,13353.41,0
54,47.21,77.42,0,0
755,122.98,161.24,118.57,0
209,93.3,279.63,101.76,0
5,115.43,115.43,0,0
1974,363.42,2972.64,0,0
3685,98878.39,440654.6,80405.9,2214.55
73,460.6,13853.09,1198.69,0
73,35.14,35.14,67.98,0
2037,571.1,1530.8,0,0
219,22.27,10.02,0,0
3741,8316.52,98231.52,1153.95,0
1207,23.69,42.45,0,0
73,34.6,121.21,0,0
1112,194.95,799.86,0,0
73,33.15,51.16,0,0
3985,13522.92,62362.87,7037.12,69.79
346,272.84,421.81,0,0
2,35.5,156.63,0,0
219,45.51,45.51,0,0
2490,537.82,3490.69,0,0
34,47.87,47.87,57.01,0
17,449.32,8157.25,689.7,255.39
6153,9153.56,43278.04,5619.59,167.71
1380,22.73,54.55,0,0
1986,9053.12,57012.74,25126.09,0
4177,4603.62,46898.85,4377.31,0
1205,4695.57,16922.61,2921.17,133.48
0,59.27,75.86,0,46.97
73,22.98,109.39,0,0
1994,4472.3,14714.38,3444.99,43.51
229,69.05,87.89,0,0
7940,242.13,1886.37,0,0
2663,634.16,2243.82,521.31,0
2342,48.56,52.13,0,0
4452,2956,12202.45,1433.06,0
0,49,165.68,0,0
5241,2258.78,13902.88,874.76,0
134,210.31,223.72,0,190.94
803,94981.16,1082244.54,22232.31,0
0,386.62,1529.41,45.48,0
0,47.05,221.62,0,0
2984,144.49,377.73,0,0
78,779.41,1782.27,1339.32,0
75,844.78,17643.17,0,0
224,2773.52,2770.49,1896.4,0
37,47.25,0,47.25,46.81
1964,5712.76,43806.31,1756.64,23.34
3963,4371.54,21429.89,6057.66,135.27
80,1217.04,12986.48,994.05,141.11
6024,58069.09,470137.35,49559.71,2063.14
34,95.41,271.62,0,0
75,80.77,553.47,2078.76,0
3980,4207.23,28359.2,2348.75,0
1638,2974.49,13200.44,742.77,234.1
0,234.75,575.14,0,0
540,1021.28,1020.55,0,2165
3678,21952.7,232357.26,16125.82,282.85
3220,158263.55,1408014.31,84322.65,7422.42
2186,4745.33,38842.29,5582.73,351.23
219,35.5,195.49,0,0
1631,659.14,2084.38,1507.2,0
0,35.89,124.16,0,143.54
0,165.64,238.86,59.16,0
1546,806.12,3398.38,670.54,70.91
0,234.76,353.07,0,0
51,4971.68,28129.31,3211.69,34420.14
0,24.07,2.41,0,241.87
273,2782.2,2782.2,2580.34,0
2768,401.66,1239.32,0,0
2646,58972.03,312516.83,42751.12,1076.55
0,479.35,1485.76,0,0
2,93.9,334.32,0,0
73,23.53,36,0,0
601,251.06,403.1,470.93,0
2,23.74,33.23,0,0
991,482.08,2226.14,322.48,23.37
202,263.65,922.69,227.6,91.69
219,22.59,82.68,0,0
1497,1469.2,9895.06,2502.78,72.12
5221,129575.72,1275684.83,91434.75,3662.89
601,2466.93,9279.3,3595.88,735.24
92,69.45,171.41,0,0
4934,2482.52,10081.95,2017.18,47.64
4060,2377.57,7500.08,460.86,0
3802,1971.39,16227.2,677.25,0
4968,7715.48,50165.02,8233.48,35.41
879,1319.95,9235.35,556.94,524.3
2,422.86,1211.44,88.87,134.51
6553,6307.04,22222.52,3366.58,47.2
0,46.46,59.94,0,0
163,3428.12,8158.79,3833.45,812.12
1592,398.12,1226.98,396.05,142.38
2183,14234.4,45408.86,9517.85,191.47
1305,321530.55,866203.72,278437.69,34563.01
73,35.27,68.66,0,0
818,299.73,718.11,406.47,0
3722,1797.17,6498.71,3142.3,23.09
7521,906.03,5839.95,0,0
139,642.68,6205.96,1099.68,117.53
7945,194.88,220.87,287.6,0
3069,23493.83,137759.05,13847.66,4247.46
2286,182.74,223.9,89.58,23.97
1521,47243.18,241936.95,43184.95,703.88
173,4512.4,18108.68,5438.98,3954.84
219,34.8,88.16,46.46,0
2415,1879.09,19626.28,245.35,0
5749,37098.44,380183.69,6254.04,0
1716,354.68,1033.87,504.78,22.38
5277,493.48,1386.14,2991.2,140.1
1886,133.7,855.94,0,0
5455,6384.66,14683.82,4916.64,267.33
2028,4109.55,13389,2336.34,96.3
7711,1091.87,5545.78,272.83,0
2974,1453.53,12452.83,141.47,0
2364,76.77,1107.83,0,0
3009,3556.45,15753.13,1305.81,0
470,330.78,1523.41,138.77,0
127,881.82,6949.5,514.8,150.96
1529,21314.14,188822.81,5607.34,0
2619,30882.67,180673.09,17361.59,1680.38
1451,949.11,7886.41,188.23,0
3099,426.57,2191.26,516.12,232.29
4744,3351.09,10950.4,2504.85,0
574,3604.88,16720.98,3031.62,941.81
110,257.06,2066.45,115.94,94.01
618,6709.09,54438.69,10554.02,0
0,351.14,0,351.14,0
4963,46.06,195.29,759.99,0
1439,13731.31,48518.18,11305.53,1188.48
2916,852.28,3597.02,244.67,0
275,1626.41,7525.18,1252.31,996.77
0,36.16,65.09,59.79,959.25
4362,86209.45,630370.58,69023.01,411.56
1529,2319.74,9449.82,2991.21,118.81
73,46.07,267.66,46.07,0
73,94.44,381.77,118.05,0
3634,18095.23,116814.83,20832.34,510.12
139,374.16,1422.35,0,0
0,167.46,813.4,0,290.11
3259,176.62,628.22,0,0
5,212.78,1009.13,475.97,0
1711,69.64,424.2,0,23.4
224,68.39,251.88,0,0
277,124.79,332.78,0,0
7103,77223.14,267347.01,63487.23,0
460,8901.93,109851.44,3526.29,237.91
2987,2865.42,9646.31,1857.18,0
1103,92082.01,679973.62,85143.2,3056.41
219,33.89,43.38,0,0
56,432.18,1415.62,373.31,0
3834,14850.98,104091.17,9096.52,1193.2
319,203.32,866.83,135.55,0
219,204.28,220.17,0,0
4878,483961.07,3111249.91,414558.58,4661.87
5533,316.7,1350.36,0,0
2059,346.75,591.47,256.16,139.28
2970,100.18,568.46,0,0
2656,42619.65,121759.13,37412.43,3546.08
6102,18597.36,89662.65,21327.23,0
78,119.74,476.81,0,72.49
0,233.56,1356.03,0,0
528,53578.45,285039.97,35739.84,16069.81
0,481.24,4169.52,1643.25,1195.12
246,1378.6,2293.25,1036.32,112.18
548,114.38,4436.92,713.61,0
1670,35.05,65.89,0,0
1884,2471.72,8588.06,1861.85,0
1473,20125.26,106740.91,21465.97,0
341,119.27,239.42,0,72.44
1589,23.16,220.18,0,0
83,1209.36,4883.73,931.24,0
219,423.16,1322.5,242.18,35.24
1728,4939.74,14056.83,2930.82,70.83
1801,639.39,2112.46,2535.37,0
329,3281.95,12795.11,873.2,450.28
73,23.23,38.68,0,0
105,4040.33,39022.15,0,0
0,23.2,23.2,0,23.48
2030,157228.25,1994659.73,98356.23,0
623,22.7,30.62,0,0
5085,1175.86,1719.09,0,0
2,1182.76,6184.77,0,2346.52
49,348.81,1419.64,0,69.23
5190,446.52,1652.42,180.67,0
75,116.35,603.86,47.71,0
4377,160327.69,3679690.36,50197.34,704.73
961,4002.33,60919.28,173.1,72.55
2451,213.1,531.73,0,118.9
7,34.78,70.28,0,0
609,9940.01,60856.54,4981.86,2418.59
7,320.23,2623.38,110.78,71.22
2057,26477.51,152552.78,24956.44,784.64
119,118.1,175.18,177.61,0
3712,87330.2,891612.92,106380.64,215.31
229,219.37,402.09,280.53,93.5
219,23.07,23.07,0,0
1928,77048.26,518027.48,50414.95,5138.81
1784,80664.64,304237.71,64002.68,2370.85
5,575.29,717.2,0,3419.81
68,124.38,779.85,501.16,45.98
0,345.7,1025.8,0,0
2921,5445.69,39128.93,716.79,0
1129,623.33,2609.77,113.57,0
231,1708.35,7451.88,335.73,54.14
742,1924.61,5239.51,2292.29,129.59
5311,10988.69,58585.43,13772.71,240.77
224,45.4,60.83,0,0
1694,546.55,2795.45,0,0
4776,1457.26,5451.49,659.64,0
974,116.52,226.69,156.77,0
3822,3264.34,18856.74,993.19,23.08
51,22.39,22.39,0,0
73,22.39,22.39,0,0
1845,8862.42,45987.94,4968.4,1108.96
3135,75416.01,227649.8,63713.23,44.76
0,23.73,56.96,0,0
2850,3908.3,32130.94,2705.54,161.69
61,46.95,131.46,0,0
6879,3260.2,5989.07,5122.36,0
219,45.96,11.49,149.37,0
1307,1041.83,5527.19,926.24,0
3430,22197.84,75195.82,18423.71,0
4235,2748.03,13434.96,2836.69,23.03
2069,617.45,5706.7,261.35,0
75,23.9,76.94,0,0
7,22.96,71.16,0,0
1499,1163.84,6371.19,0,0
794,36781,294033.63,19475.39,995.71
10,141.73,1146.06,0,35.5
6682,760.31,1460.83,488.02,0
4084,374.13,958.7,0,0
2680,1013.34,2623.38,0,0
1906,378.85,1764.46,0,1058.65
3790,2015.29,26073.44,4546.38,132.15
3948,49181.09,296235.59,34407.03,887.41
7290,5798.52,23580.86,2369.45,113.25
4873,119571.87,1285749.62,73405.51,4908.33
1468,349.61,1017.98,0,0
511,691.32,6179.36,534.63,391.94
27,561.24,3801.8,72.64,960.65
901,4362.67,26022.77,2275.67,548.27
1653,368.37,1511.5,419.77,76.82
3211,861.63,2483.72,375.35,235.54
90,23.07,47.04,0,0
3610,23.23,30.2,0,0
5628,3363.86,19609.31,1985.14,70.8
1042,8816.48,48194.2,8770.44,254.91
73,23.36,37.84,0,0
219,34.43,34.43,0,0
3729,3728.36,17106.48,1780.22,0
200,7095.84,42273.55,0,2372.22
219,22.59,27.79,0,45.95
3225,2116.44,12350.19,183.93,253.77
114,23.43,49.66,0,0
0,36.17,224.26,0,144.57
7560,51352.85,359403.53,37680.3,0
0,1009.81,3029.43,1683.02,0
4362,3856.13,9747.31,5996.23,116.23
358,68.79,530.25,226.12,0
37,480.97,1589.96,119.91,1445.53
1037,5821.75,45397.08,5823.39,412.66
1830,223.73,403.03,0,0
1125,42268.85,214879.93,34657.41,547.49
1959,256.21,427.32,71.47,0
1159,2189.26,14346.27,2333.39,0
100,2219.05,6553.47,2055.79,2492.08
7254,20656.59,161946.64,7860.99,0
857,1509.34,9878.53,761.4,287.49
2692,41201.98,305803.77,6242.24,0
2456,9985.92,49197.37,9704.93,0
5832,16417.23,82380.32,6375.17,0
1443,5266.19,27953.59,2418.65,0
2,156.05,395.7,0,0
73,45.86,59.16,0,0
2624,628.24,1987.9,486.04,0
745,908.86,2484.97,518.51,46.17
711,113.78,351.08,0,23.56
3293,25.76,25.65,0,0
613,3634.88,14422.05,2403.33,23.05
2,253.45,2650.87,369.09,3439.78
1570,10130.66,60232.83,9403.59,602.84
231,1106.36,4250.08,0,0
73,676.37,3894.95,0,0
7100,4914.55,29128.86,2695.77,0
1711,1211.78,5409.46,557.53,0
7723,3851.99,21989.23,2436.34,0
5754,234.39,6620.25,0,0
786,1894.09,16787.77,1303.08,188.13
73,117.81,219.12,0,0
41,103.66,722.49,345.53,3774.96
0,23.97,30.2,95.87,0
158,3991.12,12652.91,3588.38,1094.05
73,46.13,53.51,0,0
73,22.42,65.02,0,0
19,1404.33,2796.06,0,694.97
2753,6410.1,22314.36,911.76,136.09
1504,11542.51,49516.08,7746.67,807.52
297,1791.61,6633.33,1469.95,728.46
3641,34187.08,258199.84,20418.97,0
3805,3197.76,20916.85,1609.33,0
7324,101701.27,281799.14,73680.52,1952.13
0,114.01,2586.74,432.32,1014.12
443,37141.77,145120.14,26762.91,13276.4
1989,1360.28,2108.08,344.99,231.79
1628,1728.85,4243.15,0,0
2687,2209.28,26028.4,1497.31,117.75
0,23.16,23.16,0,0
4021,3101.66,12143.15,1224.57,164.87
1847,824.37,2059.76,275.4,0
2047,47.39,65.4,0,378.28
0,57.97,76.98,0,0
224,2823.13,4131.27,2169.33,0
5399,23583.5,43473.21,19687.43,638.31
2824,46597.82,550114.41,41266.1,277.04
4016,5503.68,39248.32,3942.91,0
139,8493.78,191879.25,3243.98,2034.87
1076,5085.85,22128.19,3335.73,1408.56
1524,22.99,72.97,0,0
73,185.65,855.6,107.44,0
0,23.81,23.81,0,0
5350,432388.29,2235554.96,370245.65,2667.41
248,1398.21,9255.55,1543.21,1814.66
1224,118.15,2988.49,0,0
4452,2792.82,23184.63,834.7,3877.02
4123,38138.69,153850.15,29400.13,46.74
3021,907.95,5375.75,163.51,0
4632,76688.54,415165.87,55685.38,133.37
691,4025.43,14583.56,3298.02,71.05
2030,26589.56,179178.48,19343.44,1249.96
1694,6885.19,25587.98,5115.37,0
1979,6845.9,31761.07,8857.02,548.51
1071,3321.34,8306.81,2173.57,0
908,1073.18,3748.47,1398.28,44.05
6085,4757.13,41369.37,1912.5,2192.56
1356,297.43,1675.78,438.94,220.92
265,455.15,50.02,445.05,0
4216,104597.53,560350.05,85943.43,795.73
1721,8219.64,153629.92,9519.81,0
1918,9823.05,24641.67,3508.23,0
3413,217.38,1233.26,51.42,68.95
0,119.05,1102.96,0,0
392,2034.44,5601.03,1992.48,792.92
73,468.51,713.78,0,0
302,2220.54,34371.38,0,193.25
1336,47318.83,91131.62,23896.1,1694.44
1755,70.43,125.26,94.96,72.35
988,7462.15,65778.19,925.28,10409.38
1801,57187.83,227194.07,9840.86,3589.31
4213,2161.89,4556.34,811.81,3852.75
224,540.33,2821.91,0,0
277,1777.43,5229.91,706.25,70.99
372,12797.59,52838.5,7270.45,4064.51
71,344.05,647,45.8,0
5399,1365.57,5216.43,1516.92,0
4260,3739.26,11826.23,3507.58,24.09
3035,143.06,1408.84,0,0
3887,3620.42,25615.05,3759.16,55.83
1626,2131.52,16778.65,4371.34,0
1387,5364.52,10107.39,3969.24,0
358,23.03,50.48,0,0
3398,429654.18,7744751.62,379977.33,4679.02
3851,1560.4,9677.05,500.25,23.03
959,534.37,1913.93,816.12,0
1125,1775.98,5749.7,1686.41,675.55
767,303.43,341.19,241.67,0
0,23.44,79.7,0,0
1731,1249.03,6816.13,510.1,205.83
0,106.68,1182.04,0,567.99
1480,127495.39,317523.66,107109.71,0
200,2852.15,17730.44,1032.64,0
769,39099.88,263585.32,33677.12,3784.37
4790,2024.83,9602.91,1826.05,0
867,576.18,2098.21,92.2,139.39
1531,15209.83,34530.28,14545.95,1438.05
5557,1037.51,2271.83,584.74,0
662,1899.33,4784.83,1605.34,984.05
75,116.79,534.3,0,0
3488,3987.55,69299.82,1372.28,5522.58
209,300.24,714.68,461.81,230.86
976,2160.53,14668.83,4554.78,282.66
219,23.54,33.19,0,0
377,2414.92,13173.84,0,0
1792,1424.78,1898.98,962.85,0
236,57.69,115.03,0,0
0,35.61,67.19,0,84.22
4316,138.52,301.27,0,0
5019,628.93,502.81,307.53,0
5859,4933.28,34739.11,1807.41,34.63
565,142.14,567.34,241.03,513.88
1916,25822.2,170738.31,20859.16,4321.89
4284,617.74,7626.59,296.45,46.91
2449,343.42,0,343.42,0
39,2465.65,8522.44,915.81,977.77
1448,1133.06,5735.35,112.88,22.91
1034,80.37,418.89,51.14,0
73,23.9,11.95,83.44,0
0,335.74,707.45,0,0
200,374.27,1211.74,352.12,48.09
0,47.33,74.78,0,0
275,4012.5,61947.47,3239.89,0
3184,3883.42,26503,2186.07,0
256,67.25,832.06,0,0
638,34910.26,208015.6,34293.54,1548.57
29,119.86,3378.67,0,362.32
2288,90681.2,689841.57,64592.45,4385.33
0,189.27,289.58,0,0
17,265.74,1299.84,0,0
4433,9434.99,52295.19,3669.97,747.06
3478,139372.64,1064750.53,79596.49,22.91
4423,405.52,4014.59,0,0
5779,3117.84,5279.4,2281.18,0
2,48.43,436.08,0,0
75,139.9,940.23,0,0
2437,12164.96,73791.54,7067.35,0
219,34.85,333.39,0,0
219,145.34,702.73,0,0
3106,39963.92,432691.08,14461.68,0
4924,4644.08,11460.96,1588.38,313.1
4710,945.42,4382.7,829.56,0
4469,55138.17,829026.75,32273.14,128.02
852,26434.37,148347.26,17576.04,710.27
112,92.64,342.53,0,0
0,23.42,77.74,46.83,0
4929,630.78,3291.73,580.5,0
3907,13350.83,63567.45,7237.38,44.76
779,10274.95,78380.09,8519.92,129.47
4055,1041.77,52324.67,0,0
1589,26912.73,560527.41,1026.62,0
3437,10156.5,24528.7,966.53,2400.68
68,65708.94,1087028.05,43668.38,690.37
4673,3218.21,28302.02,1178.06,58.96
3826,125.82,229.9,0,0
0,1180.49,12891.69,0,0
265,71.72,143.76,0,0
1526,64039.7,232701.09,51236.66,675.9
1896,1091.94,9420.78,297.5,0
88,23.45,311.66,0,0
0,141.16,187.06,0,0
1799,7605.94,30803.21,7692.42,447.13
1981,2128.07,21550.34,117.43,0
4861,42895.57,147469.86,47688.28,243.69
713,22.47,83.48,0,0
2086,233.02,1131.06,356.11,0
1078,150.19,92.28,69.15,0
6932,112491.52,1038445.53,82564.1,1116.35
209,15765.38,108380.67,8666.28,4329.35
3512,832.38,4919.11,0,335.76
0,72.32,167.31,361.61,0
83,23.57,14.19,101.36,0
626,3133.35,13730.64,2559.39,345.38
6446,86563.88,1211845.09,42531.4,0
12,23.44,23.44,0,0
1962,179.44,821.82,55.82,0
1855,3202.92,10854.3,0,0
2210,4963.82,12846.02,2524.13,0
5,153.4,816.24,354.08,0
2451,214.51,328.83,0,0
1938,1216.78,3972.94,1489.42,0
1183,2746.71,10429.56,3591.98,0
5708,39782.38,111690.49,33215.66,138.49
5353,216415.72,757092.27,164831.52,1284.86
